,Children,Age,Income,Churn,Tenure,Bandwidth_GB_Year
5585,0,38,58762.0,0,58.67143,5303.936549
5586,9,22,71459.96,0,62.65335,5678.725935
5587,3,45,79363.76,1,60.34933,6009.463821
5588,3,67,22326.55,0,40.35976,3653.777417
5589,0,71,23360.78,0,70.49798,5939.80671
5590,0,36,106700.6,0,69.7635,5757.753614
5591,0,83,50525.18,0,61.02521,5779.744736
5592,3,78,38259.59,0,58.2745,6019.460078
5593,6,74,48478.65,0,65.49323,6135.141648
5594,4,89,14208.46,0,62.79035,5401.505392
5595,1,77,62758.96,0,41.58309,3819.338688
5596,1,88,51179.24,1,47.99239,4579.647107
5597,0,58,58834.68,0,48.29494,4197.55311
5598,4,79,42887.04,0,43.00021,3788.951502
5599,1,45,220383.0,0,59.60867,5326.92968
5600,1,88,17824.03,0,67.91991,5967.092974
5601,8,60,46550.44,0,60.99804,5876.124132
5602,1,72,42700.87,0,60.40651,5234.429593
5603,8,50,116562.7,0,47.17819,4839.103673
5604,1,59,50308.74,0,68.83272,5722.009817
5605,4,88,130048.4,0,53.49141,4611.987
5606,0,21,39441.87,1,57.27044,5899.517682
5607,4,63,28253.53,0,59.43102,5361.231393
5608,4,41,106862.5,1,39.61469,3851.447958
5609,0,80,41893.09,0,61.47987,5356.753961
5610,8,34,69150.98,0,58.54353,5432.197233
5611,3,62,38691.22,0,49.7446,4869.487736
5612,8,19,93517.61,0,66.00869,6319.838076
5613,3,45,7998.07,0,70.02121,6274.153212
5614,0,85,19354.83,0,60.81561,5500.343313
5615,6,39,46288.04,0,60.5779,5930.097335
5616,2,59,5884.45,0,51.58472,4489.267692
5617,0,23,32255.86,0,55.31656,5247.418341
5618,2,18,47145.15,0,63.30929,5592.361956
5619,8,35,33081.5,0,53.27752,5477.886159
5620,0,79,48011.59,0,65.90305,5884.613452
5621,2,77,54548.92,0,60.87582,5536.195731
5622,0,38,48724.89,0,66.0517,6121.654756
5623,0,24,11566.91,0,57.31571,5009.452903
5624,0,26,9362.64,0,58.97505,5813.10524
5625,7,54,54726.01,0,62.37954,5394.351469
5626,3,48,28251.23,0,70.56358,6708.158084
5627,1,69,49245.97,0,65.07415,5632.965693
5628,0,87,67379.0,0,56.20378,4551.440341
5629,0,23,8549.99,0,54.2897,4924.466653
5630,1,21,23794.39,0,60.15898,5547.950501
5631,4,73,32631.96,0,61.84801,5526.487954
5632,1,48,61763.76,0,56.9978,5348.99535
5633,8,39,58807.77,0,46.30619,4243.908817
5634,3,53,27857.09,0,66.7449,6382.531232
5635,6,34,24721.14,0,65.29309,6160.220905
5636,4,18,51899.15,0,58.05485,4984.849588
5637,0,86,54397.09,0,56.79909,4884.456533
5638,2,81,21145.92,0,71.93174,6599.564823
5639,2,45,48863.25,0,59.85396,5305.602924
5640,2,61,14976.0,1,69.32327,6518.166442
5641,3,56,17885.01,0,61.0911,5653.372513
5642,2,72,69163.69,0,64.91322,5715.030445
5643,0,78,72121.31,0,67.93291,6131.484263
5644,3,85,16055.06,0,47.64072,4130.432282
5645,1,27,28377.8,0,71.3084,6144.768685
5646,0,42,73776.62,0,65.21792,5874.281225
5647,0,21,23445.49,0,48.98002,4335.611406
5648,2,24,114405.4,0,64.19627,6083.758176
5649,1,54,44990.6,0,71.71986,6296.461831
5650,4,61,10568.63,0,67.1766,6247.6461
5651,1,39,38381.92,0,61.91778,5672.644392
5652,2,78,48148.86,1,48.08209,5064.062256
5653,2,36,29547.56,0,41.94323,4185.58497
5654,4,43,11962.55,0,50.58158,4531.04303
5655,1,77,35075.03,0,65.83916,5992.346598
5656,1,89,43120.73,1,57.40724,5545.047634
5657,0,83,12886.92,0,71.9056,6535.810581
5658,2,66,43202.68,0,60.76709,5576.448425
5659,0,22,43147.9,0,66.22209,6070.299747
5660,0,38,92352.67,0,61.18403,5502.689262
5661,6,53,75181.43,0,54.65604,4991.819551
5662,1,35,9377.76,0,66.15315,5812.769976
5663,1,89,34774.75,0,68.76753,5762.602883
5664,1,41,25377.95,0,54.8774,5301.860931
5665,0,38,45285.69,0,67.0795,6157.745923
5666,7,22,37522.18,0,65.32463,6557.26466
5667,1,25,60004.11,0,52.14985,5075.832913
5668,1,61,28191.63,1,42.6954,4638.796434
5669,3,19,23399.32,0,45.59475,4652.920592
5670,0,41,15905.01,0,58.42233,5227.179847
5671,3,41,44378.6,0,71.55357,6342.143374
5672,3,44,48375.59,0,71.04194,6462.182186
5673,3,88,28345.06,0,66.77188,6174.276271
5674,1,84,50270.9,0,57.50673,4866.25354
5675,1,53,21981.45,0,61.60654,5311.628616
5676,3,63,20532.33,0,68.00844,5785.21074
5677,2,70,28825.12,0,70.41492,6104.192973
5678,1,56,135516.9,0,68.32614,6335.855442
5679,0,72,19423.67,0,54.71778,5229.211184
5680,0,86,44607.35,0,39.13842,3260.745232
5681,2,48,39445.97,0,57.49365,5473.390798
5682,3,25,44804.59,0,60.23114,5394.915308
5683,1,56,19230.44,0,47.55305,4217.907706
5684,3,85,70395.54,0,67.72122,6149.65603
5685,1,46,25683.78,0,61.94735,5945.934734
5686,4,80,49646.02,0,68.29684,5867.544803
5687,2,22,103625.1,0,70.30403,6069.194377
5688,1,68,34214.34,0,37.5005,3614.976172
5689,0,86,26267.67,0,60.34404,5089.775857
5690,2,22,27464.49,0,57.36372,5095.502574
5691,1,75,20288.57,0,57.50491,5434.730554
5692,1,32,4202.7,0,42.67725,3912.208832
5693,2,48,26005.47,0,65.4426,5524.247776
5694,1,67,91971.88,0,63.15946,5417.867266
5695,1,23,38723.05,0,65.60287,6147.448121
5696,1,65,37091.91,0,70.70015,6359.975691
5697,7,46,75795.76,0,71.4064,6400.696695
5698,0,67,23891.75,0,51.61804,4716.06213
5699,1,75,33366.03,0,67.40482,5748.365703
5700,0,20,94995.33,0,70.62907,6045.138773
5701,0,58,15534.39,0,70.64297,6503.161137
5702,0,68,21216.13,0,61.78729,6106.678679
5703,1,63,44689.55,0,66.54232,5932.384715
5704,1,53,13631.9,0,63.06195,5268.837296
5705,2,28,70312.37,0,70.22928,6865.467972
5706,3,34,8758.69,0,63.06098,5716.051522
5707,2,37,19872.48,1,56.31481,5401.877883
5708,1,39,110579.2,0,55.69627,5230.495459
5709,0,57,12602.8,0,66.00149,5956.933654
5710,8,23,26909.8,0,60.37442,6089.889713
5711,0,56,23021.26,0,66.19811,6136.96562
5712,1,88,151181.8,0,47.6364,4121.77937
5713,0,54,87268.6,0,54.69435,5298.949356
5714,2,61,954.43,0,63.05421,5962.861013
5715,0,71,36171.71,0,54.78051,5151.21569
5716,1,72,16643.07,0,55.38418,4675.756402
5717,2,65,36242.89,0,47.40586,4281.425931
5718,0,40,19218.35,0,65.45306,6374.103135
5719,3,83,29762.63,0,71.7712,6101.516217
5720,1,88,12344.99,0,69.15481,5739.929828
5721,0,48,37586.34,0,54.67054,4647.66648
5722,7,33,33934.52,0,51.48861,4811.298513
5723,3,37,67720.61,0,61.0588,5209.85908
5724,0,70,33818.46,0,57.65975,5319.498579
5725,2,31,2526.17,0,53.12753,4861.72144
5726,6,31,28436.06,0,70.49565,6722.143611
5727,0,55,10326.88,0,50.42623,4533.008494
5728,1,80,24964.32,0,58.74129,4901.491925
5729,3,76,32161.46,0,52.65622,4643.51863
5730,3,28,39496.24,0,54.01225,4585.713564
5731,2,27,33704.46,0,65.95332,6282.463563
5732,8,77,26636.01,0,63.01903,6020.277207
5733,0,52,14352.01,0,71.00745,6543.110379
5734,0,49,9043.47,0,71.02256,6399.222377
5735,2,20,9516.26,0,42.80596,4784.796994
5736,4,41,22112.6,0,62.15286,5615.849093
5737,0,53,71367.15,0,50.89715,4646.442659
5738,1,48,32177.35,0,57.20095,4966.136132
5739,3,53,20041.91,0,64.98806,6205.696339
5740,1,82,59338.19,0,60.32779,5036.334729
5741,4,79,29254.96,0,64.47076,6033.647017
5742,1,66,49519.95,0,60.16687,5553.300748
5743,2,18,33028.82,0,69.76805,6599.040223
5744,6,72,19527.71,0,64.44445,5460.550342
5745,0,52,33425.04,0,71.00882,6742.932022
5746,4,76,68192.09,0,67.93006,6640.554732
5747,3,49,51058.06,1,52.51777,5463.709926
5748,9,47,31344.35,0,69.5048,6391.573253
5749,2,76,35825.11,0,43.86844,3992.718989
5750,0,23,71070.02,0,64.44732,6093.091927
5751,2,68,23670.0,0,64.12634,5849.463694
5752,9,38,17845.39,0,61.80743,5989.985996
5753,1,89,26652.94,0,59.71663,4970.688189
5754,8,73,59640.61,0,66.60766,6398.11875
5755,2,33,27059.29,0,60.8744,5269.998748
5756,3,69,79594.91,0,47.43916,4526.335532
5757,0,24,21531.39,0,62.04664,5754.564928
5758,1,78,74885.9,0,62.56058,5830.300597
5759,0,77,26011.14,0,66.05097,5983.812869
5760,0,28,62820.43,0,62.75224,5865.625146
5761,0,26,13665.81,0,57.13921,5004.36005
5762,0,59,41102.74,0,70.97645,5781.732
5763,0,24,17280.46,0,51.27317,4927.165029
5764,2,71,16028.17,0,67.75314,6713.081591
5765,2,65,78464.32,1,52.29353,4797.122065
5766,1,88,65204.61,0,54.7075,4974.163846
5767,1,19,41237.45,0,61.74103,5514.944335
5768,0,44,43864.93,0,65.12119,6021.415503
5769,2,67,5096.68,0,54.76926,5252.083564
5770,0,62,39830.33,0,70.18932,6735.268525
5771,2,43,46515.2,0,61.30642,5771.251702
5772,2,26,17602.49,0,63.28674,6024.715109
5773,0,82,38203.16,0,59.1618,4895.745165
5774,4,41,35600.06,0,58.78687,5562.051941
5775,0,46,36435.66,0,65.70769,6091.064644
5776,3,21,30431.48,0,63.45489,6161.945348
5777,0,33,13599.19,0,68.41013,5971.515636
5778,10,39,27140.46,0,70.23949,6484.787518
5779,0,62,161251.0,1,56.32645,5640.808851
5780,0,63,53320.87,0,57.67289,4920.518248
5781,1,80,32687.28,0,60.82718,6066.504159
5782,1,18,23570.06,0,69.76544,6174.824996
5783,0,58,49336.26,0,66.63219,6084.511649
5784,2,54,18407.87,0,70.34319,6003.619513
5785,7,89,12747.26,0,61.75654,5237.396005
5786,0,23,95198.64,0,60.34007,5367.056964
5787,2,22,46466.83,0,44.02354,4031.48686
5788,0,72,10178.42,0,63.66434,5796.100318
5789,1,81,30082.5,0,61.62652,5225.360098
5790,0,56,4666.08,0,70.17488,6134.697014
5791,1,28,93285.19,0,61.29358,5289.954359
5792,1,36,52493.72,0,68.01745,5727.757032
5793,0,37,17952.0,0,69.68705,6205.48799
5794,0,89,35559.68,0,67.65646,5824.23881
5795,4,30,50577.25,0,50.09295,4941.678785
5796,3,75,43085.55,0,47.99043,4442.533708
5797,1,46,75711.93,0,69.14535,5938.865925
5798,8,33,19922.88,0,47.91787,4869.334092
5799,1,83,3905.36,0,65.87412,5557.721713
5800,2,77,37283.81,0,59.66274,4939.550584
5801,0,21,212255.3,0,58.50278,5080.067605
5802,1,19,27844.19,0,61.54602,5668.159085
5803,1,84,8293.64,0,66.99754,5659.937572
5804,3,56,17014.29,0,69.74139,6017.607321
5805,2,51,49525.96,0,58.91354,5208.138235
5806,0,53,21581.2,0,67.61943,5761.220242
5807,0,50,71436.4,0,51.22671,4610.805566
5808,2,54,19435.67,0,59.94889,5641.701018
5809,3,81,15263.7,0,70.31022,6074.151439
5810,1,26,48071.63,0,59.6057,5247.01062
5811,3,32,58057.2,0,44.89823,4183.048936
5812,4,72,29830.87,0,50.98192,4477.609834
5813,3,88,57580.18,0,56.88725,5445.967827
5814,4,70,12621.78,0,61.33886,5871.888679
5815,1,84,48689.21,0,47.96511,4181.676431
5816,1,75,48524.09,1,54.23273,4968.719293
5817,4,77,32773.01,0,57.78109,4768.978651
5818,0,65,27535.44,0,67.90183,6171.559833
5819,3,26,41514.67,0,62.24788,5848.006408
5820,4,62,33247.66,0,66.70369,5859.752162
5821,1,20,17163.24,0,62.32519,5555.86987
5822,0,21,9572.9,0,60.04073,5174.273895
5823,2,37,4874.95,0,68.07677,5837.517911
5824,3,79,30057.73,0,59.79068,5586.42851
5825,4,29,21616.86,0,58.09895,5698.426541
5826,0,26,13101.08,0,62.11937,5481.366195
5827,2,52,32007.27,0,44.39429,4091.382815
5828,0,23,23704.58,0,71.30912,6667.97528
5829,3,39,6536.16,0,62.04916,5866.495925
5830,1,32,27450.44,0,67.19295,6411.160905
5831,0,84,39086.8,0,63.28078,5611.622091
5832,0,29,16604.79,0,71.58072,6590.287954
5833,5,43,32669.61,0,68.63236,6385.814454
5834,6,85,36674.22,0,65.3851,5902.542522
5835,1,39,70057.28,0,64.12772,5611.04531
5836,0,36,24120.92,0,69.97238,6854.114445
5837,0,56,52869.22,1,57.44027,5385.186807
5838,0,18,37829.04,0,50.46018,5066.934116
5839,2,77,22328.55,0,62.18037,5479.036356
5840,1,79,75196.45,0,61.82935,5562.421296
5841,1,33,33851.87,0,60.69462,5316.712002
5842,3,56,62276.09,0,61.85233,5466.255604
5843,0,88,26999.2,0,57.17893,4723.54426
5844,0,61,21558.19,0,69.95421,5848.90356
5845,1,50,15215.24,0,59.21586,5475.340643
5846,1,57,22713.63,0,69.09557,6017.868507
5847,1,43,51466.52,1,47.83008,4656.200883
5848,3,67,11489.41,0,71.39166,6799.703331
5849,1,53,30848.77,1,63.07092,5768.283353
5850,0,86,67611.32,0,53.75074,5232.068649
5851,1,25,27938.0,0,63.67009,5576.065751
5852,1,60,120330.5,0,40.76616,3832.149233
5853,10,21,97769.66,0,60.54883,5617.743323
5854,4,77,16257.75,0,54.24636,4874.991387
5855,1,30,11106.05,0,62.39739,5404.784064
5856,2,51,13256.25,0,67.29466,5748.451595
5857,2,70,38179.17,0,68.14379,6167.764392
5858,3,58,27204.24,0,69.29855,5995.290634
5859,0,30,20273.75,0,47.78655,4317.862166
5860,1,84,14730.41,0,48.44746,4246.327693
5861,4,62,36139.18,1,44.99139,5009.989918
5862,1,35,58123.92,0,57.56205,4953.477077
5863,0,19,82296.19,0,70.00887,6127.72243
5864,9,48,11577.65,0,38.05187,3754.322576
5865,2,43,41536.3,0,67.20585,6294.425576
5866,0,54,38613.42,0,55.3519,4851.255631
5867,2,60,20726.52,1,65.67374,6417.345402
5868,7,74,14744.58,0,64.11549,6093.493249
5869,0,73,125041.1,0,65.31603,5613.208858
5870,1,27,15533.0,0,39.5421,3656.35595
5871,2,79,59388.62,0,61.59822,5412.512376
5872,3,45,38039.5,0,71.83398,6659.547499
5873,3,83,14078.51,0,71.0114,6053.671903
5874,1,30,26139.47,1,64.60644,6426.687397
5875,2,31,58304.48,0,50.77685,4947.825183
5876,4,88,17400.04,0,61.00152,5482.759209
5877,0,70,35738.78,0,60.92178,5511.579607
5878,1,77,62309.09,0,64.63019,5595.256243
5879,2,62,14744.09,0,66.9541,6002.159687
5880,4,89,37652.91,0,71.80429,6125.821735
5881,1,40,50465.23,0,37.04125,3822.54562
5882,0,88,6015.6,1,46.55404,4194.186085
5883,2,19,13543.51,0,65.54969,5976.68996
5884,2,88,81253.97,0,57.18854,4801.928653
5885,0,50,137978.3,0,44.89729,4323.817647
5886,3,29,8068.23,0,69.90673,6470.044027
5887,0,63,54739.98,0,58.9945,5514.922539
5888,3,29,33280.3,0,62.94907,5386.649919
5889,3,69,44042.94,0,64.07956,5655.455765
5890,2,49,65174.04,0,46.55143,4616.261041
5891,1,40,15503.73,1,40.7843,4050.379301
5892,0,54,2421.1,0,56.03048,4821.711621
5893,1,33,43838.7,0,68.89551,6083.416035
5894,3,80,25945.22,0,66.94288,5874.695874
5895,1,70,57738.77,0,66.52284,5573.344552
5896,0,34,7936.05,0,56.28159,5070.792059
5897,2,43,31808.9,0,62.11875,5940.705687
5898,2,26,68169.91,1,61.2541,6191.579895
5899,8,26,54959.67,0,50.76733,5148.146411
5900,0,19,66370.29,0,71.82846,6399.072403
5901,0,67,35827.4,0,70.73486,6518.531089
5902,2,45,21089.21,0,40.12358,4439.358981
5903,1,78,84969.58,0,55.67612,4661.218675
5904,1,35,92162.79,0,67.97028,5805.233954
5905,0,26,37627.29,0,48.31617,4697.773285
5906,5,24,53611.13,0,68.88054,6294.155657
5907,1,72,108982.2,0,65.48947,5733.79702
5908,0,87,27679.48,0,56.81183,4819.114767
5909,1,75,59827.93,0,58.09792,5440.70707
5910,0,71,29957.52,0,69.83332,6398.841901
5911,0,21,11162.56,0,66.31056,5847.437103
5912,4,31,46024.12,1,40.13259,4642.627892
5913,0,48,41734.27,0,71.11315,6242.49162
5914,4,23,18537.85,0,51.83337,4543.82768
5915,0,66,36172.9,0,66.16845,6376.639792
5916,4,29,114851.2,0,44.47594,4735.622867
5917,3,39,26310.0,1,41.92048,4314.292516
5918,0,80,63130.04,0,69.90151,5801.078035
5919,1,74,22295.46,0,65.07074,6323.723983
5920,0,78,19755.18,0,61.10961,5735.231545
5921,4,76,54592.75,1,60.97795,6273.993497
5922,0,18,21136.06,0,65.51642,5862.216204
5923,1,30,48308.34,0,61.83914,5401.772294
5924,4,58,103476.1,0,52.89423,5084.851456
5925,3,62,41031.65,0,60.04495,5519.813683
5926,0,52,47410.05,0,53.80449,4813.13127
5927,1,30,19863.77,0,65.06381,5512.596647
5928,1,46,24616.46,0,53.4492,5455.706117
5929,4,71,40557.84,0,60.85074,5449.342554
5930,3,59,57227.25,0,58.25985,4979.764199
5931,4,56,32002.74,0,56.83604,5329.246171
5932,0,73,18957.86,0,70.16829,6317.989438
5933,0,57,65952.12,0,52.66447,4724.802444
5934,1,77,26354.71,0,58.238,4945.69374
5935,1,82,59816.0,0,54.77909,5285.025958
5936,8,50,16168.56,0,71.16283,6395.482406
5937,0,27,23515.27,0,58.27269,5078.029461
5938,4,36,21961.36,0,68.41303,6548.739039
5939,1,24,58210.13,0,44.75355,4019.765436
5940,2,56,61316.31,0,56.20194,4923.50439
5941,0,83,6921.31,0,46.60224,4279.718136
5942,3,73,18453.27,0,67.71178,5635.888386
5943,1,59,20073.23,0,69.67895,6746.166459
5944,1,39,7772.71,0,69.28827,6319.297112
5945,1,87,100352.4,0,58.66502,4810.255665
5946,1,23,68000.49,0,57.94445,5528.483995
5947,1,51,8324.79,0,52.54837,4411.074803
5948,4,77,44323.22,0,69.96694,6101.954062
5949,0,85,1563.64,0,60.37982,5910.719593
5950,2,43,20707.68,0,66.17964,5988.164218
5951,1,53,70622.1,0,55.24695,4815.434176
5952,4,59,36343.28,0,56.63276,4910.178894
5953,2,69,40954.06,0,56.53361,5216.869795
5954,1,63,46959.04,0,46.82488,4506.056002
5955,3,29,45911.55,0,54.62225,4828.23036
5956,2,52,36230.91,0,66.32483,6060.021953
5957,1,80,13467.9,0,70.28188,5954.517973
5958,9,36,38900.92,0,39.54414,3898.98615
5959,0,70,105022.5,0,55.47474,4551.763964
5960,0,42,95075.46,0,56.12583,4796.917237
5961,4,24,18934.36,1,61.77794,6305.881041
5962,7,39,61815.08,0,69.8304,6771.506746
5963,1,55,23572.65,0,70.35146,5931.909999
5964,1,69,22004.51,0,52.70133,4707.7319
5965,1,22,32064.16,0,66.69393,6413.546906
5966,1,85,26719.24,0,56.51994,5281.851852
5967,4,85,20302.73,0,47.22872,4284.947558
5968,7,30,11251.45,0,60.6298,5581.379706
5969,2,78,102806.5,0,68.37603,5744.210121
5970,4,54,30332.37,0,69.36054,6605.569716
5971,8,51,46309.38,0,65.61605,5769.255809
5972,0,36,28434.15,0,49.60721,4762.552792
5973,4,22,24461.27,0,63.43072,5679.986847
5974,3,32,26525.07,0,61.51035,5684.35373
5975,1,40,81454.54,1,45.09378,4723.125316
5976,1,27,10522.04,0,69.37615,6661.40216
5977,10,29,45501.77,0,63.26277,5967.054532
5978,3,40,91951.17,0,58.96627,5046.281771
5979,2,24,28922.97,0,65.29336,5993.021537
5980,0,47,68899.06,0,67.28766,5764.291132
5981,1,27,30943.33,0,57.91581,5470.490324
5982,0,23,68699.53,0,63.18965,5542.688477
5983,0,26,16917.78,0,67.6047,6160.398795
5984,0,73,88197.14,0,65.4571,5952.590424
5985,2,28,4348.83,0,47.50976,4677.936927
5986,1,57,27358.17,1,50.69944,4913.037126
5987,4,82,45442.15,0,57.16208,4939.508383
5988,0,41,18012.16,0,71.66334,6319.032596
5989,1,32,84409.23,0,64.19903,5517.467178
5990,1,42,63482.69,0,48.95603,4556.968246
5991,1,79,27920.91,0,47.94402,4427.447401
5992,5,41,2447.86,1,36.05308,3888.542928
5993,1,26,43750.13,0,67.18986,6191.373013
5994,1,43,28208.48,0,62.27397,5560.7204
5995,2,73,23361.98,0,62.38889,5746.454782
5996,3,23,13467.7,0,67.27106,6447.175354
5997,2,81,7977.38,0,58.42303,5310.301812
5998,6,42,9039.85,1,58.94486,6115.579407
5999,3,65,28627.89,0,71.88705,6269.306466
6000,0,68,13970.62,0,44.09777,3869.872224
6001,0,64,30067.59,0,70.62164,6772.978906
6002,2,47,52288.11,0,63.92945,5727.232268
6003,3,25,27034.63,0,59.46448,5530.990602
6004,2,65,42345.21,0,70.56628,6520.292051
6005,3,25,12346.69,0,56.08957,4840.964036
6006,0,67,13077.96,0,69.30257,6008.369934
6007,3,32,20447.16,0,64.60955,5598.408561
6008,1,74,12778.1,0,63.00351,5268.611353
6009,0,65,9001.05,1,64.81359,6246.864694
6010,0,82,12145.15,0,54.22687,4942.653192
6011,3,48,4998.9,0,62.21334,5994.735404
6012,2,54,35629.29,0,63.31259,5874.668217
6013,0,68,56074.77,0,60.52991,5214.429658
6014,2,24,13209.19,1,49.22913,4794.822207
6015,0,37,20621.67,0,68.69263,6246.264685
6016,0,61,31456.21,0,50.20686,4243.622875
6017,1,33,31292.07,0,63.5434,5991.45754
6018,1,79,50822.04,0,52.07024,4611.303594
6019,2,39,10269.12,0,67.99211,6251.354682
6020,7,42,14802.57,0,68.19039,6308.688863
6021,0,58,14611.28,0,66.78366,6356.486114
6022,0,59,32714.76,0,54.35016,4756.034607
6023,3,48,66220.67,0,62.9411,5481.191737
6024,0,31,2682.63,0,55.20008,4826.319401
6025,0,57,9136.47,1,63.47945,6223.9084
6026,0,75,13830.68,0,70.6626,6284.162335
6027,0,58,13090.39,0,46.80924,3951.955674
6028,0,66,26992.77,0,61.99036,5345.910452
6029,0,82,86574.82,0,63.86174,5280.455768
6030,2,36,46932.29,0,69.02601,6000.793836
6031,5,46,59865.13,0,58.43007,5770.387227
6032,8,68,27289.75,0,68.93162,6623.719418
6033,7,55,30938.57,0,69.026,6768.348896
6034,4,47,131680.1,1,58.36624,5321.727773
6035,8,18,29377.52,0,42.05546,3868.983397
6036,2,84,33896.9,0,55.08862,5187.833012
6037,1,86,18543.4,0,36.44011,3145.639435
6038,5,32,18213.56,0,50.07627,4573.084997
6039,2,24,5911.67,0,42.10529,3596.735771
6040,4,63,106634.6,0,60.75598,5788.90717
6041,3,72,21574.46,1,41.60875,4086.565
6042,1,20,17631.83,0,68.46483,6540.061159
6043,4,47,57748.04,0,66.69757,6245.097339
6044,1,54,52047.27,0,66.50887,6052.322466
6045,0,80,70453.29,0,47.34607,4051.99766
6046,2,67,52212.6,0,60.17035,5352.745495
6047,1,72,40181.23,0,52.42844,4489.316917
6048,4,33,25212.48,0,68.50196,6515.441262
6049,7,19,76525.77,0,67.57419,6632.42053
6050,0,44,39240.76,0,63.88777,5580.693234
6051,2,76,57236.92,0,62.09662,5812.281035
6052,3,21,20725.92,0,66.03293,5832.81909
6053,1,24,26217.35,0,48.02057,4619.488116
6054,6,85,16280.67,0,61.43691,5436.403424
6055,3,53,44344.5,0,70.04054,6225.879093
6056,3,18,33751.2,0,58.54873,5271.168703
6057,0,33,29438.79,0,50.48601,4460.120921
6058,1,70,40030.35,0,65.18605,6109.837555
6059,1,18,24495.35,0,64.20616,5392.197566
6060,0,53,12101.41,0,48.30622,4237.980107
6061,1,83,53461.53,1,61.63974,5869.727078
6062,0,29,40165.02,0,45.58687,4178.995617
6063,2,76,47557.16,0,67.09106,6134.954553
6064,7,86,9637.9,0,51.0221,4778.015995
6065,1,33,86416.45,0,61.76772,5876.740785
6066,1,24,25042.36,0,71.7248,6243.997319
6067,8,28,1593.63,0,60.03811,6004.110633
6068,4,18,10979.96,0,61.51052,5685.67988
6069,1,73,13313.87,0,68.2985,6008.789959
6070,0,37,44584.01,0,48.79525,5048.197523
6071,4,73,13378.66,0,57.38041,5141.242839
6072,0,75,40248.81,1,66.34669,6377.789045
6073,2,68,55409.09,1,40.94814,4444.680517
6074,3,87,23775.65,0,50.46332,4195.472287
6075,4,27,21907.65,0,52.35716,4638.39887
6076,3,57,55499.61,0,68.5356,5854.161999
6077,4,52,67205.55,0,42.25776,4390.483323
6078,1,45,6313.21,0,52.36613,5326.555997
6079,2,18,23069.81,0,56.24027,5182.334759
6080,0,22,24014.24,0,55.90137,5071.038201
6081,3,46,31612.9,0,44.49898,4321.771592
6082,1,27,40293.84,1,45.7211,4676.648543
6083,3,69,37477.74,0,40.77723,4121.283443
6084,0,71,27376.4,0,62.83437,5239.916322
6085,0,34,2131.46,0,68.66575,6327.240839
6086,9,57,60943.41,0,56.7924,5184.100141
6087,2,75,17193.14,0,60.20473,5615.851877
6088,2,79,8197.24,0,69.93388,6328.715655
6089,8,76,68046.98,0,69.76328,6285.098359
6090,3,66,16226.95,0,59.96515,5263.711526
6091,1,38,26129.71,1,45.62317,4570.378779
6092,1,65,16403.11,0,67.1217,5808.42996
6093,4,81,15935.25,0,49.50927,4654.692645
6094,5,36,57501.66,0,58.62812,5411.328838
6095,0,26,50556.0,0,66.94572,5873.574766
6096,2,22,30630.9,0,62.46678,6021.120111
6097,2,49,29261.45,0,71.52189,6735.098237
6098,1,88,30819.18,0,69.87194,6112.379667
6099,1,52,50181.69,0,54.60066,4829.62672
6100,1,40,115239.5,0,48.95286,4246.521336
6101,2,35,19755.4,0,66.58949,6058.310861
6102,4,87,38556.54,0,63.40077,5922.604676
6103,3,49,61396.06,0,61.28932,5940.643763
6104,0,83,14571.81,0,68.15887,6179.798997
6105,0,40,25993.77,1,56.95876,5845.571509
6106,3,72,27744.81,0,62.77848,5449.543139
6107,2,51,42934.29,0,64.54916,5753.65882
6108,4,81,34424.64,0,55.42423,5214.554943
6109,3,68,121118.5,0,64.61204,6030.712542
6110,1,49,39126.86,0,67.15389,5691.770997
6111,1,42,8817.04,0,56.42112,5693.54601
6112,1,36,16327.69,0,64.16811,6028.840796
6113,1,82,44373.59,0,67.49275,6107.121136
6114,1,24,23800.51,0,67.99357,6327.983433
6115,0,24,5625.39,0,61.72696,6060.749169
6116,2,53,28119.92,0,50.36108,4538.800188
6117,3,22,44598.46,0,49.04885,4432.458176
6118,2,63,24767.05,1,63.41331,6297.599869
6119,3,36,36890.17,0,57.54902,5971.138391
6120,3,88,38674.2,0,50.22175,4561.520294
6121,4,69,13944.19,0,53.66326,5435.229637
6122,1,39,57290.83,0,40.35081,4038.962601
6123,3,82,22121.83,0,67.73428,5767.903799
6124,0,39,55044.0,0,55.76068,5256.017788
6125,3,88,29803.1,0,68.24302,6056.563368
6126,0,64,28409.36,0,56.736,5176.004699
6127,3,49,5666.72,0,43.51717,3812.770109
6128,4,30,35026.08,0,58.6209,5059.515014
6129,4,29,16759.04,0,56.86301,5669.10693
6130,1,47,167846.0,0,62.6686,5901.89928
6131,6,64,39291.83,0,47.65726,4115.596496
6132,1,41,102609.3,0,58.26304,4997.254175
6133,0,67,21294.02,0,64.7292,5652.192603
6134,1,89,45697.72,0,49.28233,4179.222967
6135,3,52,22036.29,0,60.15262,5092.44112
6136,4,65,132149.5,0,47.34761,4665.041877
6137,1,34,113595.2,0,63.66258,6396.483969
6138,0,70,41978.12,0,58.41511,5454.264521
6139,0,71,82500.7,0,71.01166,6580.770491
6140,4,79,38645.01,0,64.37976,5980.037893
6141,9,29,52658.25,0,65.48954,6287.497445
6142,0,62,38157.4,1,59.16267,5544.854265
6143,6,69,51826.63,0,71.73306,6396.472998
